template_id,question,sql_query
SQL_021,What's Queta's playoff scoring average in a Celtics uniform?,SELECT AVG(PTS) FROM boxscores WHERE PLAYER_NAME = 'Neemias Queta' AND TEAM_ABBREVIATION = 'BOS';
SQL_022,What is Jaden Springer's average points per game in the playoffs?,SELECT AVG(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jaden Springer' AND TEAM_ABBREVIATION = 'BOS';
SQL_022,How many points does Springer average for Boston this postseason?,SELECT AVG(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jaden Springer' AND TEAM_ABBREVIATION = 'BOS';
SQL_022,What's Springer's playoff scoring average in a Celtics uniform?,SELECT AVG(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jaden Springer' AND TEAM_ABBREVIATION = 'BOS';
SQL_022,"On average, how many points is Springer putting up for Boston in the playoffs?",SELECT AVG(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jaden Springer' AND TEAM_ABBREVIATION = 'BOS';
SQL_022,What is Jaden Springer's mean point total per playoff game with the Celtics?,SELECT AVG(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jaden Springer' AND TEAM_ABBREVIATION = 'BOS';
SQL_022,How many points per game does Jaden Springer average for Boston in the postseason?,SELECT AVG(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jaden Springer' AND TEAM_ABBREVIATION = 'BOS';
SQL_022,What's Springer's per-game scoring average with the Celtics in the playoffs?,SELECT AVG(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jaden Springer' AND TEAM_ABBREVIATION = 'BOS';
SQL_022,"On the whole, how many points does Springer score per playoff game for Boston?",SELECT AVG(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jaden Springer' AND TEAM_ABBREVIATION = 'BOS';
SQL_023,How many points per game does Xavier Tillman average for Boston in the postseason?,SELECT AVG(PTS) FROM boxscores WHERE PLAYER_NAME = 'Xavier Tillman' AND TEAM_ABBREVIATION = 'BOS';
SQL_023,What's Tillman's per-game scoring average with the Celtics in the playoffs?,SELECT AVG(PTS) FROM boxscores WHERE PLAYER_NAME = 'Xavier Tillman' AND TEAM_ABBREVIATION = 'BOS';
SQL_023,"On the whole, how many points does Tillman score per playoff game for Boston?",SELECT AVG(PTS) FROM boxscores WHERE PLAYER_NAME = 'Xavier Tillman' AND TEAM_ABBREVIATION = 'BOS';
SQL_023,What's Xavier Tillman's playoff points-per-game average for the Celtics?,SELECT AVG(PTS) FROM boxscores WHERE PLAYER_NAME = 'Xavier Tillman' AND TEAM_ABBREVIATION = 'BOS';
SQL_023,How many points a night does Tillman put up for Boston in the postseason?,SELECT AVG(PTS) FROM boxscores WHERE PLAYER_NAME = 'Xavier Tillman' AND TEAM_ABBREVIATION = 'BOS';
SQL_023,What is Tillman's average scoring output per playoff game with the Celtics?,SELECT AVG(PTS) FROM boxscores WHERE PLAYER_NAME = 'Xavier Tillman' AND TEAM_ABBREVIATION = 'BOS';
SQL_023,"In the playoffs, what's Xavier Tillman's scoring average for Boston?",SELECT AVG(PTS) FROM boxscores WHERE PLAYER_NAME = 'Xavier Tillman' AND TEAM_ABBREVIATION = 'BOS';
SQL_023,What is Xavier Tillman's average points per game in the playoffs?,SELECT AVG(PTS) FROM boxscores WHERE PLAYER_NAME = 'Xavier Tillman' AND TEAM_ABBREVIATION = 'BOS';
SQL_024,What is Walsh's average scoring output per playoff game with the Celtics?,SELECT AVG(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jordan Walsh' AND TEAM_ABBREVIATION = 'BOS';
SQL_024,"In the playoffs, what's Jordan Walsh's scoring average for Boston?",SELECT AVG(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jordan Walsh' AND TEAM_ABBREVIATION = 'BOS';
SQL_024,What is Jordan Walsh's average points per game in the playoffs?,SELECT AVG(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jordan Walsh' AND TEAM_ABBREVIATION = 'BOS';
SQL_024,How many points does Walsh average for Boston this postseason?,SELECT AVG(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jordan Walsh' AND TEAM_ABBREVIATION = 'BOS';
SQL_024,What's Walsh's playoff scoring average in a Celtics uniform?,SELECT AVG(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jordan Walsh' AND TEAM_ABBREVIATION = 'BOS';
SQL_024,"On average, how many points is Walsh putting up for Boston in the playoffs?",SELECT AVG(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jordan Walsh' AND TEAM_ABBREVIATION = 'BOS';
SQL_024,What is Jordan Walsh's mean point total per playoff game with the Celtics?,SELECT AVG(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jordan Walsh' AND TEAM_ABBREVIATION = 'BOS';
SQL_024,How many points per game does Jordan Walsh average for Boston in the postseason?,SELECT AVG(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jordan Walsh' AND TEAM_ABBREVIATION = 'BOS';
SQL_025,What is Jayson Tatum's highest-scoring playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jayson Tatum' AND TEAM_ABBREVIATION = 'BOS';
SQL_025,What's the most points Tatum has dropped in a playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jayson Tatum' AND TEAM_ABBREVIATION = 'BOS';
SQL_025,What's Tatum's single-game scoring high in the postseason with the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jayson Tatum' AND TEAM_ABBREVIATION = 'BOS';
SQL_025,How many points did Tatum pour in during his best playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jayson Tatum' AND TEAM_ABBREVIATION = 'BOS';
SQL_025,What was the most points Jayson Tatum scored in a single playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jayson Tatum' AND TEAM_ABBREVIATION = 'BOS';
SQL_025,What is Tatum's best point total in a Boston playoff game?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jayson Tatum' AND TEAM_ABBREVIATION = 'BOS';
SQL_025,What's the peak point total Tatum put up in a playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jayson Tatum' AND TEAM_ABBREVIATION = 'BOS';
SQL_025,How many points were in Tatum's top scoring playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jayson Tatum' AND TEAM_ABBREVIATION = 'BOS';
SQL_026,What is Brown's best point total in a Boston playoff game?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jaylen Brown' AND TEAM_ABBREVIATION = 'BOS';
SQL_026,What's the peak point total Brown put up in a playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jaylen Brown' AND TEAM_ABBREVIATION = 'BOS';
SQL_026,How many points were in Brown's top scoring playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jaylen Brown' AND TEAM_ABBREVIATION = 'BOS';
SQL_026,What's Jaylen Brown's playoff career high in points for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jaylen Brown' AND TEAM_ABBREVIATION = 'BOS';
SQL_026,What was Brown's biggest scoring night of the playoffs for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jaylen Brown' AND TEAM_ABBREVIATION = 'BOS';
SQL_026,How many points did Jaylen Brown score in his best playoff outing for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jaylen Brown' AND TEAM_ABBREVIATION = 'BOS';
SQL_026,What's the highest Brown has scored in a postseason game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jaylen Brown' AND TEAM_ABBREVIATION = 'BOS';
SQL_026,What is Jaylen Brown's highest-scoring playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jaylen Brown' AND TEAM_ABBREVIATION = 'BOS';
SQL_027,How many points did Al Horford score in his best playoff outing for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Al Horford' AND TEAM_ABBREVIATION = 'BOS';
SQL_027,What's the highest Horford has scored in a postseason game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Al Horford' AND TEAM_ABBREVIATION = 'BOS';
SQL_027,What is Al Horford's highest-scoring playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Al Horford' AND TEAM_ABBREVIATION = 'BOS';
SQL_027,What's the most points Horford has dropped in a playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Al Horford' AND TEAM_ABBREVIATION = 'BOS';
SQL_027,What's Horford's single-game scoring high in the postseason with the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Al Horford' AND TEAM_ABBREVIATION = 'BOS';
SQL_027,How many points did Horford pour in during his best playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Al Horford' AND TEAM_ABBREVIATION = 'BOS';
SQL_027,What was the most points Al Horford scored in a single playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Al Horford' AND TEAM_ABBREVIATION = 'BOS';
SQL_027,What is Horford's best point total in a Boston playoff game?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Al Horford' AND TEAM_ABBREVIATION = 'BOS';
SQL_028,How many points did White pour in during his best playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Derrick White' AND TEAM_ABBREVIATION = 'BOS';
SQL_028,What was the most points Derrick White scored in a single playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Derrick White' AND TEAM_ABBREVIATION = 'BOS';
SQL_028,What is White's best point total in a Boston playoff game?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Derrick White' AND TEAM_ABBREVIATION = 'BOS';
SQL_028,What's the peak point total White put up in a playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Derrick White' AND TEAM_ABBREVIATION = 'BOS';
SQL_028,How many points were in White's top scoring playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Derrick White' AND TEAM_ABBREVIATION = 'BOS';
SQL_028,What's Derrick White's playoff career high in points for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Derrick White' AND TEAM_ABBREVIATION = 'BOS';
SQL_028,What was White's biggest scoring night of the playoffs for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Derrick White' AND TEAM_ABBREVIATION = 'BOS';
SQL_028,How many points did Derrick White score in his best playoff outing for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Derrick White' AND TEAM_ABBREVIATION = 'BOS';
SQL_029,What's Jrue Holiday's playoff career high in points for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jrue Holiday' AND TEAM_ABBREVIATION = 'BOS';
SQL_029,What was Holiday's biggest scoring night of the playoffs for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jrue Holiday' AND TEAM_ABBREVIATION = 'BOS';
SQL_029,How many points did Jrue Holiday score in his best playoff outing for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jrue Holiday' AND TEAM_ABBREVIATION = 'BOS';
SQL_029,What's the highest Holiday has scored in a postseason game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jrue Holiday' AND TEAM_ABBREVIATION = 'BOS';
SQL_029,What is Jrue Holiday's highest-scoring playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jrue Holiday' AND TEAM_ABBREVIATION = 'BOS';
SQL_029,What's the most points Holiday has dropped in a playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jrue Holiday' AND TEAM_ABBREVIATION = 'BOS';
SQL_029,What's Holiday's single-game scoring high in the postseason with the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jrue Holiday' AND TEAM_ABBREVIATION = 'BOS';
SQL_029,How many points did Holiday pour in during his best playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jrue Holiday' AND TEAM_ABBREVIATION = 'BOS';
SQL_030,What's the most points Porzingis has dropped in a playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Kristaps Porzingis' AND TEAM_ABBREVIATION = 'BOS';
SQL_030,What's Porzingis's single-game scoring high in the postseason with the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Kristaps Porzingis' AND TEAM_ABBREVIATION = 'BOS';
SQL_030,How many points did Porzingis pour in during his best playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Kristaps Porzingis' AND TEAM_ABBREVIATION = 'BOS';
SQL_030,What was the most points Kristaps Porzingis scored in a single playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Kristaps Porzingis' AND TEAM_ABBREVIATION = 'BOS';
SQL_030,What is Porzingis's best point total in a Boston playoff game?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Kristaps Porzingis' AND TEAM_ABBREVIATION = 'BOS';
SQL_030,What's the peak point total Porzingis put up in a playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Kristaps Porzingis' AND TEAM_ABBREVIATION = 'BOS';
SQL_030,How many points were in Porzingis's top scoring playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Kristaps Porzingis' AND TEAM_ABBREVIATION = 'BOS';
SQL_030,What's Kristaps Porzingis's playoff career high in points for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Kristaps Porzingis' AND TEAM_ABBREVIATION = 'BOS';
SQL_031,What's the peak point total Hauser put up in a playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Sam Hauser' AND TEAM_ABBREVIATION = 'BOS';
SQL_031,How many points were in Hauser's top scoring playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Sam Hauser' AND TEAM_ABBREVIATION = 'BOS';
SQL_031,What's Sam Hauser's playoff career high in points for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Sam Hauser' AND TEAM_ABBREVIATION = 'BOS';
SQL_031,What was Hauser's biggest scoring night of the playoffs for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Sam Hauser' AND TEAM_ABBREVIATION = 'BOS';
SQL_031,How many points did Sam Hauser score in his best playoff outing for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Sam Hauser' AND TEAM_ABBREVIATION = 'BOS';
SQL_031,What's the highest Hauser has scored in a postseason game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Sam Hauser' AND TEAM_ABBREVIATION = 'BOS';
SQL_031,What is Sam Hauser's highest-scoring playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Sam Hauser' AND TEAM_ABBREVIATION = 'BOS';
SQL_031,What's the most points Hauser has dropped in a playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Sam Hauser' AND TEAM_ABBREVIATION = 'BOS';
SQL_032,What's the highest Pritchard has scored in a postseason game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Payton Pritchard' AND TEAM_ABBREVIATION = 'BOS';
SQL_032,What is Payton Pritchard's highest-scoring playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Payton Pritchard' AND TEAM_ABBREVIATION = 'BOS';
SQL_032,What's the most points Pritchard has dropped in a playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Payton Pritchard' AND TEAM_ABBREVIATION = 'BOS';
SQL_032,What's Pritchard's single-game scoring high in the postseason with the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Payton Pritchard' AND TEAM_ABBREVIATION = 'BOS';
SQL_032,How many points did Pritchard pour in during his best playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Payton Pritchard' AND TEAM_ABBREVIATION = 'BOS';
SQL_032,What was the most points Payton Pritchard scored in a single playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Payton Pritchard' AND TEAM_ABBREVIATION = 'BOS';
SQL_032,What is Pritchard's best point total in a Boston playoff game?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Payton Pritchard' AND TEAM_ABBREVIATION = 'BOS';
SQL_032,What's the peak point total Pritchard put up in a playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Payton Pritchard' AND TEAM_ABBREVIATION = 'BOS';
SQL_033,What was the most points Luke Kornet scored in a single playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Luke Kornet' AND TEAM_ABBREVIATION = 'BOS';
SQL_033,What is Kornet's best point total in a Boston playoff game?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Luke Kornet' AND TEAM_ABBREVIATION = 'BOS';
SQL_033,What's the peak point total Kornet put up in a playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Luke Kornet' AND TEAM_ABBREVIATION = 'BOS';
SQL_033,How many points were in Kornet's top scoring playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Luke Kornet' AND TEAM_ABBREVIATION = 'BOS';
SQL_033,What's Luke Kornet's playoff career high in points for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Luke Kornet' AND TEAM_ABBREVIATION = 'BOS';
SQL_033,What was Kornet's biggest scoring night of the playoffs for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Luke Kornet' AND TEAM_ABBREVIATION = 'BOS';
SQL_033,How many points did Luke Kornet score in his best playoff outing for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Luke Kornet' AND TEAM_ABBREVIATION = 'BOS';
SQL_033,What's the highest Kornet has scored in a postseason game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Luke Kornet' AND TEAM_ABBREVIATION = 'BOS';
SQL_034,What was Brissett's biggest scoring night of the playoffs for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Oshae Brissett' AND TEAM_ABBREVIATION = 'BOS';
SQL_034,How many points did Oshae Brissett score in his best playoff outing for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Oshae Brissett' AND TEAM_ABBREVIATION = 'BOS';
SQL_034,What's the highest Brissett has scored in a postseason game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Oshae Brissett' AND TEAM_ABBREVIATION = 'BOS';
SQL_034,What is Oshae Brissett's highest-scoring playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Oshae Brissett' AND TEAM_ABBREVIATION = 'BOS';
SQL_034,What's the most points Brissett has dropped in a playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Oshae Brissett' AND TEAM_ABBREVIATION = 'BOS';
SQL_034,What's Brissett's single-game scoring high in the postseason with the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Oshae Brissett' AND TEAM_ABBREVIATION = 'BOS';
SQL_034,How many points did Brissett pour in during his best playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Oshae Brissett' AND TEAM_ABBREVIATION = 'BOS';
SQL_034,What was the most points Oshae Brissett scored in a single playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Oshae Brissett' AND TEAM_ABBREVIATION = 'BOS';
SQL_035,What's Mykhailiuk's single-game scoring high in the postseason with the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Svi Mykhailiuk' AND TEAM_ABBREVIATION = 'BOS';
SQL_035,How many points did Mykhailiuk pour in during his best playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Svi Mykhailiuk' AND TEAM_ABBREVIATION = 'BOS';
SQL_035,What was the most points Svi Mykhailiuk scored in a single playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Svi Mykhailiuk' AND TEAM_ABBREVIATION = 'BOS';
SQL_035,What is Mykhailiuk's best point total in a Boston playoff game?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Svi Mykhailiuk' AND TEAM_ABBREVIATION = 'BOS';
SQL_035,What's the peak point total Mykhailiuk put up in a playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Svi Mykhailiuk' AND TEAM_ABBREVIATION = 'BOS';
SQL_035,How many points were in Mykhailiuk's top scoring playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Svi Mykhailiuk' AND TEAM_ABBREVIATION = 'BOS';
SQL_035,What's Svi Mykhailiuk's playoff career high in points for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Svi Mykhailiuk' AND TEAM_ABBREVIATION = 'BOS';
SQL_035,What was Mykhailiuk's biggest scoring night of the playoffs for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Svi Mykhailiuk' AND TEAM_ABBREVIATION = 'BOS';
SQL_036,How many points were in Queta's top scoring playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Neemias Queta' AND TEAM_ABBREVIATION = 'BOS';
SQL_036,What's Neemias Queta's playoff career high in points for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Neemias Queta' AND TEAM_ABBREVIATION = 'BOS';
SQL_036,What was Queta's biggest scoring night of the playoffs for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Neemias Queta' AND TEAM_ABBREVIATION = 'BOS';
SQL_036,How many points did Neemias Queta score in his best playoff outing for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Neemias Queta' AND TEAM_ABBREVIATION = 'BOS';
SQL_036,What's the highest Queta has scored in a postseason game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Neemias Queta' AND TEAM_ABBREVIATION = 'BOS';
SQL_036,What is Neemias Queta's highest-scoring playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Neemias Queta' AND TEAM_ABBREVIATION = 'BOS';
SQL_036,What's the most points Queta has dropped in a playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Neemias Queta' AND TEAM_ABBREVIATION = 'BOS';
SQL_036,What's Queta's single-game scoring high in the postseason with the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Neemias Queta' AND TEAM_ABBREVIATION = 'BOS';
SQL_037,What is Jaden Springer's highest-scoring playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jaden Springer' AND TEAM_ABBREVIATION = 'BOS';
SQL_037,What's the most points Springer has dropped in a playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jaden Springer' AND TEAM_ABBREVIATION = 'BOS';
SQL_037,What's Springer's single-game scoring high in the postseason with the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jaden Springer' AND TEAM_ABBREVIATION = 'BOS';
SQL_037,How many points did Springer pour in during his best playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jaden Springer' AND TEAM_ABBREVIATION = 'BOS';
SQL_037,What was the most points Jaden Springer scored in a single playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jaden Springer' AND TEAM_ABBREVIATION = 'BOS';
SQL_037,What is Springer's best point total in a Boston playoff game?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jaden Springer' AND TEAM_ABBREVIATION = 'BOS';
SQL_037,What's the peak point total Springer put up in a playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jaden Springer' AND TEAM_ABBREVIATION = 'BOS';
SQL_037,How many points were in Springer's top scoring playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jaden Springer' AND TEAM_ABBREVIATION = 'BOS';
SQL_038,What is Tillman's best point total in a Boston playoff game?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Xavier Tillman' AND TEAM_ABBREVIATION = 'BOS';
SQL_038,What's the peak point total Tillman put up in a playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Xavier Tillman' AND TEAM_ABBREVIATION = 'BOS';
SQL_038,How many points were in Tillman's top scoring playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Xavier Tillman' AND TEAM_ABBREVIATION = 'BOS';
SQL_038,What's Xavier Tillman's playoff career high in points for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Xavier Tillman' AND TEAM_ABBREVIATION = 'BOS';
SQL_038,What was Tillman's biggest scoring night of the playoffs for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Xavier Tillman' AND TEAM_ABBREVIATION = 'BOS';
SQL_038,How many points did Xavier Tillman score in his best playoff outing for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Xavier Tillman' AND TEAM_ABBREVIATION = 'BOS';
SQL_038,What's the highest Tillman has scored in a postseason game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Xavier Tillman' AND TEAM_ABBREVIATION = 'BOS';
SQL_038,What is Xavier Tillman's highest-scoring playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Xavier Tillman' AND TEAM_ABBREVIATION = 'BOS';
SQL_039,How many points did Jordan Walsh score in his best playoff outing for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jordan Walsh' AND TEAM_ABBREVIATION = 'BOS';
SQL_039,What's the highest Walsh has scored in a postseason game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jordan Walsh' AND TEAM_ABBREVIATION = 'BOS';
SQL_039,What is Jordan Walsh's highest-scoring playoff game for the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jordan Walsh' AND TEAM_ABBREVIATION = 'BOS';
SQL_039,What's the most points Walsh has dropped in a playoff game for Boston?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jordan Walsh' AND TEAM_ABBREVIATION = 'BOS';
SQL_039,What's Walsh's single-game scoring high in the postseason with the Celtics?,SELECT MAX(PTS) FROM boxscores WHERE PLAYER_NAME = 'Jordan Walsh' AND TEAM_ABBREVIATION = 'BOS';
